list_entry,reason,title,statutory_address
1021708,churchyard_feature,"Turner Memorial in the Churchyard About 45 Metres South of Lady Chapel of the Church of St Michael","TURNER MEMORIAL IN THE CHURCHYARD ABOUT 45 METRES SOUTH OF LADY CHAPEL OF THE CHURCH OF ST MICHAEL, CHURCH WALK"
1021709,churchyard_feature,"Watson Memorial in the Churchyard About 8 Metres South of Lady Chapel of Church of St Michael","WATSON MEMORIAL IN THE CHURCHYARD ABOUT 8 METRES SOUTH OF LADY CHAPEL OF CHURCH OF ST MICHAEL, CHURCH WALK"
1022093,monument,"Unidentified Monument About 1 Metre South of South Wall of Former Corsham Congregational Chapel","UNIDENTIFIED MONUMENT ABOUT 1 METRE SOUTH OF SOUTH WALL OF FORMER CORSHAM CONGREGATIONAL CHAPEL, PICKWICK ROAD"
1023906,monument,"Barling Monument in the Churchyard About 4 Metres West of Baptist Church","BARLING MONUMENT IN THE CHURCHYARD ABOUT 4 METRES WEST OF BAPTIST CHURCH, SOUTH LANE"
1025072,gate_related,"Attached Walls, Railings and Gates to South East Side of St James' Church","ATTACHED WALLS, RAILINGS AND GATES TO SOUTH EAST SIDE OF ST JAMES&#x27; CHURCH, ST JAMES PARADE"
1025285,railings_related,"Walls and Railings to Wesleyan Methodist Church","WALLS AND RAILINGS TO WESLEYAN METHODIST CHURCH, WEST STREET"
1025465,monument,"Monument of Captain William Preston RN, Approximately 1 Metre South of South Corner of Church","MONUMENT OF CAPTAIN WILLIAM PRESTON RN, APPROXIMATELY 1 METRE SOUTH OF SOUTH CORNER OF CHURCH, HIGH STREET"
1025509,monument,"Monument Approximately 5 Metres South of South Porch of Church","MONUMENT APPROXIMATELY 5 METRES SOUTH OF SOUTH PORCH OF CHURCH, CHURCH STREET"
1025513,monument,"Monument Approximately 20 Metres South of Nave of Church","MONUMENT APPROXIMATELY 20 METRES SOUTH OF NAVE OF CHURCH, CHURCH STREET"
1025514,monument,"Kelsley Monument Approximately 5 Metres South of Chancel of Church","KELSLEY MONUMENT APPROXIMATELY 5 METRES SOUTH OF CHANCEL OF CHURCH, CHURCH STREET"
1025517,monument,"Monument to Henry Bowles, 1 Metre East of East Window of Church","MONUMENT TO HENRY BOWLES, 1 METRE EAST OF EAST WINDOW OF CHURCH, CHURCH STREET"
1025549,monument,"Monument to Robert Chatfield Approximately 5 Metres South of Tower of Church","MONUMENT TO ROBERT CHATFIELD APPROXIMATELY 5 METRES SOUTH OF TOWER OF CHURCH, CHURCH STREET"
1026294,churchyard_feature,"Building at North West Corner of the Churchyard of St Giles's Church","BUILDING AT NORTH WEST CORNER OF THE CHURCHYARD OF ST GILES&#x27;S CHURCH"
1027870,dovecote,"Ruined Dovecote, 90 Yards North West of Church","RUINED DOVECOTE, 90 YARDS NORTH WEST OF CHURCH, ST JULIANS LANE"
1029259,railings_related,"Entrance Walls and Railings to Holy Trinity Church","ENTRANCE WALLS AND RAILINGS TO HOLY TRINITY CHURCH, HIGH STREET"
1029337,telephone_kiosk,"K6 Telephone Kiosk Outside Ripley Methodist Church","K6 TELEPHONE KIOSK OUTSIDE RIPLEY METHODIST CHURCH, HIGH STREET"
1031256,churchyard_feature,"Bowl of Former Font, Situated in the Churchyard Immediately to the West of the Church","BOWL OF FORMER FONT, SITUATED IN THE CHURCHYARD IMMEDIATELY TO THE WEST OF THE CHURCH"
1031537,monument,"Pyramid Monument Approximately 25 Metres North West of St Anne's Limehouse Parish Church","PYRAMID MONUMENT APPROXIMATELY 25 METRES NORTH WEST OF ST ANNE&#x27;S LIMEHOUSE PARISH CHURCH, COMMERCIAL ROAD E14"
1032728,dovecote,"Dovecote, 130 Metres West of Chapel Farmhouse","DOVECOTE, 130 METRES WEST OF CHAPEL FARMHOUSE, CHAPEL GREEN"
1033181,monument,"Monument to Reverend Anthony Wingfield 3 Metres South of Chancel of Church","MONUMENT TO REVEREND ANTHONY WINGFIELD 3 METRES SOUTH OF CHANCEL OF CHURCH, THE STREET"
1034345,monument,"Monument Approximately 12 Metres South of East Wall of Oglander Chapel","MONUMENT APPROXIMATELY 12 METRES SOUTH OF EAST WALL OF OGLANDER CHAPEL, HIGH STREET"
1034353,monument,"Monument to Thomas Wiseman Approximately 3 Metres East of North Corner of De Aula Chapel","MONUMENT TO THOMAS WISEMAN APPROXIMATELY 3 METRES EAST OF NORTH CORNER OF DE AULA CHAPEL, HIGH STREET"
1034579,railings_related,"Railings in front of Castlehold Baptist Church","Castlehold Baptist Church, High Street, Newport, PO30 1BH"
1036047,wall_related,"Wall and Gate to North of Former Wesleyan Methodist Church","WALL AND GATE TO NORTH OF FORMER WESLEYAN METHODIST CHURCH, COPPICE HILL"
1036048,gate_related,"4 Gates With Lamp Bracket Over at South End of Pathway Leading to Former Wesleyan Methodist Church","4 GATES WITH LAMP BRACKET OVER AT SOUTH END OF PATHWAY LEADING TO FORMER WESLEYAN METHODIST CHURCH, COPPICE HILL"
1036383,monument,"Five Monuments in the Churchyard, Between 12 and 18 Metres South of South Chapel of Church of St John the Baptist","FIVE MONUMENTS IN THE CHURCHYARD, BETWEEN 12 AND 18 METRES SOUTH OF SOUTH CHAPEL OF CHURCH OF ST JOHN THE BAPTIST&#xA;, CHURCH LANE"
1036401,monument,"Young Monument in the Churchyard About 7 Metres South of Chapel of Church of St Mary","YOUNG MONUMENT IN THE CHURCHYARD ABOUT 7 METRES SOUTH OF CHAPEL OF CHURCH OF ST MARY"
1036451,monument,"Ingram, Wallis and Parham Monuments in the Churchyard About 16 Metres South West of Chapel of St Mary","INGRAM, WALLIS AND PARHAM MONUMENTS IN THE CHURCHYARD ABOUT 16 METRES SOUTH WEST OF CHAPEL OF ST MARY, WARMINSTER ROAD"
1037645,dovecote,"Dovecote 100M South East of St Martins Church","DOVECOTE 100M SOUTH EAST OF ST MARTINS CHURCH, CHURCH STREET"
1039241,railings_related,"John Barlow Memorial and Surrounding Railings Approximately 2 Yards South of West Tower of Church","JOHN BARLOW MEMORIAL AND SURROUNDING RAILINGS APPROXIMATELY 2 YARDS SOUTH OF WEST TOWER OF CHURCH"
1040360,churchyard_feature,"Churchyard Cross Approximately 8 Metres West of Chantry Chapel of All Souls","CHURCHYARD CROSS APPROXIMATELY 8 METRES WEST OF CHANTRY CHAPEL OF ALL SOULS, MARKET SQUARE"
1040960,headstone,"Headstone Approximately 7 Metres East of South Chancel Chapel of Church of the Holy Cross","HEADSTONE APPROXIMATELY 7 METRES EAST OF SOUTH CHANCEL CHAPEL OF CHURCH OF THE HOLY CROSS, COLLINGTREE ROAD"
1041923,wall_related,"Graveyard Wall Adjacent to Ruined Church Or Chapel","GRAVEYARD WALL ADJACENT TO RUINED CHURCH OR CHAPEL"
1042109,headstone,"Clark and Tate Headstones 7M South of Chancel of St Andrew's Church","CLARK AND TATE HEADSTONES 7M SOUTH OF CHANCEL OF ST ANDREW&#x27;S CHURCH"
1042113,headstone,"Heppel Headstone and Neighbour C.5M SE of St Andrew's Church","HEPPEL HEADSTONE AND NEIGHBOUR C.5M SE OF ST ANDREW&#x27;S CHURCH"
1042120,monument,"Winship Monuments 5M South of Chancel of St Andrew's Church","WINSHIP MONUMENTS 5M SOUTH OF CHANCEL OF ST ANDREW&#x27;S CHURCH"
1042532,churchyard_feature,"Churchyard Cross 4 Metres East of North East Corner of Parish Church","CHURCHYARD CROSS 4 METRES EAST OF NORTH EAST CORNER OF PARISH CHURCH"
1042647,headstone,"Mitford Castle. Two Headstones to North of Chapel Ruin","MITFORD CASTLE. TWO HEADSTONES TO NORTH OF CHAPEL RUIN"
1042950,gate_related,"Gatepiers and Gate Close to North West Corner of St Peter's Church","GATEPIERS AND GATE CLOSE TO NORTH WEST CORNER OF ST PETER&#x27;S CHURCH"
1043354,wall_related,"The United Reformed Church and the South Wall of the Church Yard to the South West of the Church","THE UNITED REFORMED CHURCH AND THE SOUTH WALL OF THE CHURCH YARD TO THE SOUTH WEST OF THE CHURCH, THE TYE"
1043620,telephone_kiosk,"Group of 3 K6 Telephone Kiosks Outside Holy Trinity Church","GROUP OF 3 K6 TELEPHONE KIOSKS OUTSIDE HOLY TRINITY CHURCH, TRINITY TREES"
1043857,monument,"Attwood Monument 25 Yards North West of All Saints' Church","ATTWOOD MONUMENT 25 YARDS NORTH WEST OF ALL SAINTS&#x27; CHURCH, FRIAR&#x27;S WALK"
1044511,headstone,"Thatcher Headstone, Approximately 6 Metres South of East End of South Chapel at Church of St Peter and St Paul","THATCHER HEADSTONE, APPROXIMATELY 6 METRES SOUTH OF EAST END OF SOUTH CHAPEL AT CHURCH OF ST PETER AND ST PAUL, CHURCH STREET"
1044513,monument,"Holland Monument, Approximately 24 Metres North of North East Corner of North Chapel of Church of St Peter and St Paul","HOLLAND MONUMENT, APPROXIMATELY 24 METRES NORTH OF NORTH EAST CORNER OF NORTH CHAPEL OF CHURCH OF ST PETER AND ST PAUL, CHURCH STREET"
1045327,headstone,"Curry Headstone 3.5 Metres East of South-east Corner of Parish Church","CURRY HEADSTONE 3.5 METRES EAST OF SOUTH-EAST CORNER OF PARISH CHURCH"
1046189,headstone,"Headstone Dated 1686 Approximately 15 Metres South of Chapel of Church of St Mary","HEADSTONE DATED 1686 APPROXIMATELY 15 METRES SOUTH OF CHAPEL OF CHURCH OF ST MARY, CHURCH STREET"
1046190,headstone,"Headstone to ? Gascoine Dated 1691 Approximately 15 Metres South of Chapel of Church of St Mary","HEADSTONE TO ? GASCOINE DATED 1691 APPROXIMATELY 15 METRES SOUTH OF CHAPEL OF CHURCH OF ST MARY, CHURCH STREET"
1046191,headstone,"Headstone Dated 1686 Approximately 12 Metres South of Chapel of Church of St Mary","HEADSTONE DATED 1686 APPROXIMATELY 12 METRES SOUTH OF CHAPEL OF CHURCH OF ST MARY, CHURCH STREET"
1046218,headstone,"Headstone Dated 1666 to Thomas ? Approximately 34 Metres East of Chapel of Church of St Mary","HEADSTONE DATED 1666 TO THOMAS ? APPROXIMATELY 34 METRES EAST OF CHAPEL OF CHURCH OF ST MARY, CHURCH STREET"
1046225,headstone,"Headstone Approximately 29 Metres East of Chapel of Church of St Mary","HEADSTONE APPROXIMATELY 29 METRES EAST OF CHAPEL OF CHURCH OF ST MARY, CHURCH STREET"
1046226,headstone,"Headstone to Anne Daughter of Thomas Warner Approximately 30 Metres South East of Chapel of Church of St Mary","HEADSTONE TO ANNE DAUGHTER OF THOMAS WARNER APPROXIMATELY 30 METRES SOUTH EAST OF CHAPEL OF CHURCH OF ST MARY, CHURCH STREET"
1046596,wall_related,"Wall at Holy Rood Roman Catholic Church","Wall at Holy Rood Roman Catholic Church, Abingdon Road (east-side), Oxford"
1049840,churchyard_feature,"Ruins of Chapel in North West Corner of Churchyard of Church of St Nicholas","RUINS OF CHAPEL IN NORTH WEST CORNER OF CHURCHYARD OF CHURCH OF ST NICHOLAS"
1050018,monument,"Monument on Chapel Hill","MONUMENT ON CHAPEL HILL, CHAPEL HILL"
1051210,gate_related,"Remains of St Peter Southgate Church","REMAINS OF ST PETER SOUTHGATE CHURCH, KING STREET"
1051764,telephone_kiosk,"K6 Telephone Kiosk Outside St Peter Mancroft Church","K6 TELEPHONE KIOSK OUTSIDE ST PETER MANCROFT CHURCH, WEAVERS LANE"
1051768,telephone_kiosk,"K6 Telephone Kiosk Outside St Gregory's Church","K6 TELEPHONE KIOSK OUTSIDE ST GREGORY&#x27;S CHURCH, ST GREGORY&#x27;S ALLEY"
1051769,telephone_kiosk,"K6 Telephone Kiosk Outside St Saviour's Church","K6 TELEPHONE KIOSK OUTSIDE ST SAVIOUR&#x27;S CHURCH, MAGDALEN STREET"
1052374,lych_gate,"Lych Gate at St Bartholomew's Church","LYCH GATE AT ST BARTHOLOMEW&#x27;S CHURCH, HEMP LANE"
1052390,telephone_kiosk,"3 K6 Telephone Kiosks to the North East of the Parish Church","3 K6 TELEPHONE KIOSKS TO THE NORTH EAST OF THE PARISH CHURCH, WOOD HILL"
1052673,telephone_kiosk,"K6 Telephone Kiosk to South of Chapel House","K6 TELEPHONE KIOSK TO SOUTH OF CHAPEL HOUSE, HOLLOWAY ROAD"
1054884,headstone,"Headstone 25 Metres South of South Chapel of Church of St Mary","HEADSTONE 25 METRES SOUTH OF SOUTH CHAPEL OF CHURCH OF ST MARY, SCHOOL LANE"
1056424,dovecote,"Dovecote About 370 Metres South of Bruton Church","DOVECOTE ABOUT 370 METRES SOUTH OF BRUTON CHURCH, PARK WALL"
1057369,dovecote,"Dovecote, About 28 Metres North West of Priory Farmhouse","DOVECOTE, ABOUT 28 METRES NORTH WEST OF PRIORY FARMHOUSE, PRIORY HILL"
1058668,monument,"William Miles Monument in the Churchyard Adjacent to North Chapel of Church of St Mary the Virgin","WILLIAM MILES MONUMENT IN THE CHURCHYARD ADJACENT TO NORTH CHAPEL OF CHURCH OF ST MARY THE VIRGIN, HIGH STREET"
1059985,gate_related,"Railings, Gates and Gatepiers on Street at Congregational Church","RAILINGS, GATES AND GATEPIERS ON STREET AT CONGREGATIONAL CHURCH, NORTH STREET"
1061604,churchyard_feature,"Remains of Cross at Churchyard of St Michael and All Angels Circa 10 Metres South of South Aisle of Church","REMAINS OF CROSS AT CHURCHYARD OF ST MICHAEL AND ALL ANGELS CIRCA 10 METRES SOUTH OF SOUTH AISLE OF CHURCH, MAIN STREET"
1061610,churchyard_feature,"Stump of Cross at Churchyard of St Giles, Circa 10 Metres South of South Porch of Church","STUMP OF CROSS AT CHURCHYARD OF ST GILES, CIRCA 10 METRES SOUTH OF SOUTH PORCH OF CHURCH, MAIN STREET"
1062562,gate_related,"Gates to St John's Church","GATES TO ST JOHN&#x27;S CHURCH, HIGH STREET"
1062857,monument,"Monument of Sir Robert Theroubar, in Field 20M to North East of Church","MONUMENT OF SIR ROBERT THEROUBAR, IN FIELD 20M TO NORTH EAST OF CHURCH, BRANDON ROAD"
1065137,wall_related,"Iron Railings, Wall and Iron Gates of St Paul's Church","IRON RAILINGS, WALL AND IRON GATES OF ST PAUL&#x27;S CHURCH, THE HIGHWAY E1"
1065407,churchyard_feature,"Churchyard of Church of St Anne, to South of Church","CHURCHYARD OF CHURCH OF ST ANNE, TO SOUTH OF CHURCH, KEW GREEN"
1065901,monument,"Monument to John Crosier, About Ten Yards North West of Chancel of St Giles' Church","MONUMENT TO JOHN CROSIER, ABOUT TEN YARDS NORTH WEST OF CHANCEL OF ST GILES&#x27; CHURCH, HIGH ROAD"
1065965,monument,"Monument to Robert Shorediche, About Ten Yards South South East of Porch of St Giles' Church","MONUMENT TO ROBERT SHOREDICHE, ABOUT TEN YARDS SOUTH SOUTH EAST OF PORCH OF ST GILES&#x27; CHURCH, HIGH ROAD"
1067257,monument,"Monument to John Munn and Others to South West of All Saints Church","MONUMENT TO JOHN MUNN AND OTHERS TO SOUTH WEST OF ALL SAINTS CHURCH, CHURCH LANE"
1067352,wall_related,"Gates, Wall and Wall With Railings to St Johns Church","GATES, WALL AND WALL WITH RAILINGS TO ST JOHNS CHURCH, CHURCH ROW"
1068328,lych_gate,"Lych Gate to St Peter's Church","LYCH GATE TO ST PETER&#x27;S CHURCH, CHURCH ROAD"
1068451,telephone_kiosk,"K6 Telephone Kiosk to North of Tyldesley Chapel","K6 Telephone Kiosk to north of Tyldesley Chapel, The Square"
1068565,monument,"Monument to Mark Turner About 4 Metres North of North Chapel of Church of St Nicholas","MONUMENT TO MARK TURNER ABOUT 4 METRES NORTH OF NORTH CHAPEL OF CHURCH OF ST NICHOLAS, THE STREET"
1068705,monument,"Monument to the New River on Smaller Island Below the Church","MONUMENT TO THE NEW RIVER ON SMALLER ISLAND BELOW THE CHURCH, ST JOHNS LANE"
1069238,headstone,"Headstone 30 Metres South of South Chapel of Church of St Mary","HEADSTONE 30 METRES SOUTH OF SOUTH CHAPEL OF CHURCH OF ST MARY, SCHOOL LANE"
1069311,wall_related,"Wall Opposite St Peter and St Paul's Church","WALL OPPOSITE ST PETER AND ST PAUL&#x27;S CHURCH, LYNSTED STREET"
1070155,headstone,"Headstone to Edmund Gibbs, About 1 Metre South of Nave of Elmstone Church","HEADSTONE TO EDMUND GIBBS, ABOUT 1 METRE SOUTH OF NAVE OF ELMSTONE CHURCH"
1072878,headstone,"Headstone Against East Wall of South Chapel of Church of St Helen","HEADSTONE AGAINST EAST WALL OF SOUTH CHAPEL OF CHURCH OF ST HELEN"
1073472,gate_related,"Iron Railings and 2 Gatepiers at St Michaels Church","IRON RAILINGS AND 2 GATEPIERS AT ST MICHAELS CHURCH, ST MICHAEL&#x27;S CHURCH ROAD"
1074338,railings_related,"Railings at Measham Baptist Church","RAILINGS AT MEASHAM BAPTIST CHURCH, CHAPEL STREET"
1075842,monument,"Harrison Monument to West of St Andrews Church","HARRISON MONUMENT TO WEST OF ST ANDREWS CHURCH, DAMFIELD LANE"
1077239,churchyard_feature,"Wall at North of Churchyard of St Edmund's Church","WALL AT NORTH OF CHURCHYARD OF ST EDMUND&#x27;S CHURCH"
1077771,headstone,"Headstone 4 Metres South East of South Porch of St Andrews Church","HEADSTONE 4 METRES SOUTH EAST OF SOUTH PORCH OF ST ANDREWS CHURCH, HIGH STREET"
1077772,headstone,"Headstone to Sarah, 10 Metres South of South Porch of St Andrews Church","HEADSTONE TO SARAH, 10 METRES SOUTH OF SOUTH PORCH OF ST ANDREWS CHURCH, HIGH STREET"
1077773,headstone,"Headstone 11 Metres South of South Aisle of St Andrews Church","HEADSTONE 11 METRES SOUTH OF SOUTH AISLE OF ST ANDREWS CHURCH, HIGH STREET"
1077774,headstone,"Headstone to Wright, 24 Metres South of Chancel of St Andrews Church","HEADSTONE TO WRIGHT, 24 METRES SOUTH OF CHANCEL OF ST ANDREWS CHURCH, HIGH STREET"
1078786,monument,"Monument to the Memory of Sir Hugh Mydelton on Larger Island Below Church","MONUMENT TO THE MEMORY OF SIR HUGH MYDELTON ON LARGER ISLAND BELOW CHURCH, ST JOHNS LANE"
1079251,wall_related,"Forecourt Wall to United Reformed Church","FORECOURT WALL TO UNITED REFORMED CHURCH, ALEXANDRA PARK ROAD N22"
1079517,wall_related,"Wall Along North Side of Southgate Parish Church","WALL ALONG NORTH SIDE OF SOUTHGATE PARISH CHURCH, WATERFALL ROAD N14"
1079989,churchyard_feature,"Walls Surrounding Churchyard of St Mary's Church","WALLS SURROUNDING CHURCHYARD OF ST MARY&#x27;S CHURCH, LEWISHAM HIGH STREET SE13"
1080002,churchyard_feature,"Walls of Former Graveyard to Old Baptist Chapel (Now Demolished) And South East Angle of St Paul's Churchyard","WALLS OF FORMER GRAVEYARD TO OLD BAPTIST CHAPEL (NOW DEMOLISHED) AND SOUTH EAST ANGLE OF ST PAUL&#x27;S CHURCHYARD, DEPTFORD CHURCH STREET SE8"
1080482,railings_related,"Forecourt Wall, Railings and Piers to Denmark Place Baptist Church","FORECOURT WALL, RAILINGS AND PIERS TO DENMARK PLACE BAPTIST CHURCH, COLDHARBOUR LANE SW9"
1080842,railings_related,"Railings to Christ Church","RAILINGS TO CHRIST CHURCH, CHRIST CHURCH ROAD SW14"
1080987,monument,"Monument at South End of Axis at South End of Axis South From Columbarium and Non Conformist Chapel at City of London Cemetery","MONUMENT AT SOUTH END OF AXIS AT SOUTH END OF AXIS SOUTH FROM COLUMBARIUM AND NON CONFORMIST CHAPEL AT CITY OF LONDON CEMETERY, ALDERSBROOK ROAD E12"
1081036,monument,"Warner Monument and Ruins of Former Chapel in Garden of Hart House","WARNER MONUMENT AND RUINS OF FORMER CHAPEL IN GARDEN OF HART HOUSE, HIGH ROAD"
1081325,churchyard_feature,"Churchyard Cross to South of St Nicholas Church","CHURCHYARD CROSS TO SOUTH OF ST NICHOLAS CHURCH, MIDDLE LITTLETON"
1081563,dovecote,"Dovecote About 10 Metres North of the Priory","DOVECOTE ABOUT 10 METRES NORTH OF THE PRIORY, CHURCH STREET"
1082299,churchyard_feature,"Churchyard Cross South of Tower of St James's Church","CHURCHYARD CROSS SOUTH OF TOWER OF ST JAMES&#x27;S CHURCH"
1082632,monument,"Monument to Smith Family, 20 Metres to North of St John's Church","MONUMENT TO SMITH FAMILY, 20 METRES TO NORTH OF ST JOHN&#x27;S CHURCH, UPPER ROAD"
1084380,churchyard_feature,"Churchyard Cross Circa 40 Metres North of St Annes Church","CHURCHYARD CROSS CIRCA 40 METRES NORTH OF ST ANNES CHURCH, CHURCH LANE"
1085173,monument,"Monument Approximately 1 Metre South Monument to Mary Collins at St Nicholas Church","MONUMENT APPROXIMATELY 1 METRE SOUTH MONUMENT TO MARY COLLINS AT ST NICHOLAS CHURCH, CHURCH ROAD"
1085175,monument,"Ward Monument Approximately 2 Metres North East of North Porch at St Nicholas Church","WARD MONUMENT APPROXIMATELY 2 METRES NORTH EAST OF NORTH PORCH AT ST NICHOLAS CHURCH, CHURCH ROAD"
1085362,headstone,"Headstone to George Cock About 1 Metre North of North Chapel of Church of St Laurence","HEADSTONE TO GEORGE COCK ABOUT 1 METRE NORTH OF NORTH CHAPEL OF CHURCH OF ST LAURENCE, HIGH STREET"
1085395,monument,"Monument to Woodward Family About 75 Metres North of Cemetery Chapel, With Plot Wall","MONUMENT TO WOODWARD FAMILY ABOUT 75 METRES NORTH OF CEMETERY CHAPEL, WITH PLOT WALL, CECILIA ROAD"
1086127,monument,"Monument to Mr Thomas Porter Circa 17 Yards South East of South Chapel of Church of St Nicholas","MONUMENT TO MR THOMAS PORTER CIRCA 17 YARDS SOUTH EAST OF SOUTH CHAPEL OF CHURCH OF ST NICHOLAS, LOWER STREET"
1086132,dovecote,"Smaller Dovecote at TQ 822 529 in grounds of former Leeds Priory","Smaller Dovecote at TQ 822 529 in grounds of former Leeds Priory, Lower Street"
1086311,wall_related,"Wall to North and West of All Saints Church","WALL TO NORTH AND WEST OF ALL SAINTS CHURCH, MILL STREET, MAIDSTONE, ME15 6YE"
1086516,monument,"Funerary Monument 10 Metres North West of St Nicholas Church","FUNERARY MONUMENT 10 METRES NORTH WEST OF ST NICHOLAS CHURCH, COLLEGE YARD"
1086651,monument,"Shaw Monument Approximately 20 Metres to South of St Michael's Church","SHAW MONUMENT APPROXIMATELY 20 METRES TO SOUTH OF ST MICHAEL&#x27;S CHURCH, MAIN STREET"
1086710,monument,"Monument to Joseph Roberts, Between Cemetery Chapels","MONUMENT TO JOSEPH ROBERTS, BETWEEN CEMETERY CHAPELS, NORTH ROAD"
1086802,monument,"Gale Monument Approximately 23.5 Metres South of St Mary's Church","GALE MONUMENT APPROXIMATELY 23.5 METRES SOUTH OF ST MARY&#x27;S CHURCH"
1086820,monument,"Atkinson Monument Approximately 10.5 Metres to South of St Mary's Church","ATKINSON MONUMENT APPROXIMATELY 10.5 METRES TO SOUTH OF ST MARY&#x27;S CHURCH, CHURCH STREET"
1086837,monument,"Stonard Monument Approximately 18 Metres to North of St Cuthbert Church","STONARD MONUMENT APPROXIMATELY 18 METRES TO NORTH OF ST CUTHBERT CHURCH"
1087192,monument,"Fryers, Thompson and Turner Monuments Approximately 22 Metres South of Priory Church","FRYERS, THOMPSON AND TURNER MONUMENTS APPROXIMATELY 22 METRES SOUTH OF PRIORY CHURCH"
1087193,monument,"Taylor Monument Approximately 29.5 Metres South of Priory Church","TAYLOR MONUMENT APPROXIMATELY 29.5 METRES SOUTH OF PRIORY CHURCH"
1087780,monument,"Monument of the South East Corner of the South Aisle of Eckington Parish Church","MONUMENT OF THE SOUTH EAST CORNER OF THE SOUTH AISLE OF ECKINGTON PARISH CHURCH, CHURCH STREET"
1087811,monument,"Monument to south of Cemetery Chapels","Monument to south of Cemetery Chapels, Cemetery Road"
1087948,railings_related,"Sundial and Railings to South of Moravian Church","SUNDIAL AND RAILINGS TO SOUTH OF MORAVIAN CHURCH, THE SETTLEMENT"
1087949,railings_related,"Railings to South of the Moravian Church","RAILINGS TO SOUTH OF THE MORAVIAN CHURCH, THE SETTLEMENT"
1088159,churchyard_feature,"Churchyard Cross and Sundial 5 Metres South of South Chapel","CHURCHYARD CROSS AND SUNDIAL 5 METRES SOUTH OF SOUTH CHAPEL, THE GREEN"
1088698,monument,"Healing Monument, in the Churchyard About 21 Metres South of South West Corner of St Mary's Church","HEALING MONUMENT, IN THE CHURCHYARD ABOUT 21 METRES SOUTH OF SOUTH WEST CORNER OF ST MARY&#x27;S CHURCH"
1089946,monument,"Edmonds monument, about 8.5m north of main door in grounds of Fairford United Church","Edmonds monument, about 8.5m north of main door in grounds of Fairford United Church, Milton Street, Fairford"
1089947,monument,"Thomas Hooke monument, about 8m north of main door in grounds of Fairford United Church","Thomas Hooke monument, about 8m north of main door in grounds of Fairford United Church, Milton Street, Fairford"
1089948,monument,"Jacob Betterton monument, about 13m north of main door in grounds of Fairford United Church","Jacob Betterton monument, about 13m north of main door in grounds of Fairford United Church, Milton Street, Fairford"
1089986,monument,"John Edmonds monument, about 6.5m north of main door in grounds of Fairford United Church","John Edmonds monument, about 6.5m north of main door in grounds of Fairford United Church, Milton Street, Fairford"
1090208,monument,"Group of 4 Monuments in the Church Yard of the Church of the Holy Rood Circa 4 to 8 Metres South of the Church","GROUP OF 4 MONUMENTS IN THE CHURCH YARD OF THE CHURCH OF THE HOLY ROOD CIRCA 4 TO 8 METRES SOUTH OF THE CHURCH, CHAPEL LANE"
1090721,monument,"Horrell Monument in the Churchyard Approx 5M South of S Chapel to Church of St George","HORRELL MONUMENT IN THE CHURCHYARD APPROX 5M SOUTH OF S CHAPEL TO CHURCH OF ST GEORGE, ST GEORGE AVENUE (NORTH END)"
1090722,monument,"Group of 2 Monuments in the Churchyard Approx 4M South East of South Chapel to Church of St George","GROUP OF 2 MONUMENTS IN THE CHURCHYARD APPROX 4M SOUTH EAST OF SOUTH CHAPEL TO CHURCH OF ST GEORGE, ST GEORGE AVENUE (NORTH END)"
1090777,monument,"Group of 13 Monuments of Various Designs in the Churchyard Approximately 11 Metres North of North Chapel to Church of St Leonard","GROUP OF 13 MONUMENTS OF VARIOUS DESIGNS IN THE CHURCHYARD APPROXIMATELY 11 METRES NORTH OF NORTH CHAPEL TO CHURCH OF ST LEONARD, CHURCHFIELD ROAD"
1090779,monument,"Atkyns Monument in the Churchyard Approximately 1.5 Metres North of Smith Monument to East of North Chapel to Church of St Leonard","ATKYNS MONUMENT IN THE CHURCHYARD APPROXIMATELY 1.5 METRES NORTH OF SMITH MONUMENT TO EAST OF NORTH CHAPEL TO CHURCH OF ST LEONARD, CHURCHFIELD ROAD"
1090822,monument,"Unidentified Monument in the Churchyard Approximately 2 Metres East of North Chapel to Church of St Nicholas","UNIDENTIFIED MONUMENT IN THE CHURCHYARD APPROXIMATELY 2 METRES EAST OF NORTH CHAPEL TO CHURCH OF ST NICHOLAS, POUND LANE"
1091889,monument,"Row of 3 Monuments in the Churchyard of the Church of St Lawrence, C2 1/2 Metres East of the East End of the Chapel","ROW OF 3 MONUMENTS IN THE CHURCHYARD OF THE CHURCH OF ST LAWRENCE, C2 1/2 METRES EAST OF THE EAST END OF THE CHAPEL"
1091966,telephone_kiosk,"K6 Telephone Kiosk Near St Christopher's Mission Church","K6 TELEPHONE KIOSK NEAR ST CHRISTOPHER&#x27;S MISSION CHURCH, BASSETT GREEN ROAD"
1092407,gate_related,"Gate and Piers at St Michael's Church","GATE AND PIERS AT ST MICHAEL&#x27;S CHURCH"
1093097,churchyard_feature,"Wall Round Churchyard of Old Church","WALL ROUND CHURCHYARD OF OLD CHURCH"
1093098,headstone,"Headstone to Elizabeth Hamman 7 Metres South of Old Church","HEADSTONE TO ELIZABETH HAMMAN 7 METRES SOUTH OF OLD CHURCH"
1093773,headstone,"Headstone to Thomas James 10 Metres North of West End of St Peter's Church","HEADSTONE TO THOMAS JAMES 10 METRES NORTH OF WEST END OF ST PETER&#x27;S CHURCH"
