list_entry,reason,title,statutory_address
1140686,monument,"Rule Monument in the Churchyard About 35 Metres South East of South Chapel of Church of St Mary and St Julian","RULE MONUMENT IN THE CHURCHYARD ABOUT 35 METRES SOUTH EAST OF SOUTH CHAPEL OF CHURCH OF ST MARY AND ST JULIAN"
1141172,monument,"Remains of Tresco Priory and Associated Monuments and Attached Walls","REMAINS OF TRESCO PRIORY AND ASSOCIATED MONUMENTS AND ATTACHED WALLS"
1141199,monument,"The Smith Monument on Abbey Hill","THE SMITH MONUMENT ON ABBEY HILL"
1142962,headstone,"Headstone of Mary and Mary Sweet 2 Metres to North of North Transept of Egloshayle Church","HEADSTONE OF MARY AND MARY SWEET 2 METRES TO NORTH OF NORTH TRANSEPT OF EGLOSHAYLE CHURCH, EGLOSHAYLE ROAD"
1142963,headstone,"Headstone of Grace Worden 3 Metres to North West of North West Corner of Vestry of Egloshayle Church","HEADSTONE OF GRACE WORDEN 3 METRES TO NORTH WEST OF NORTH WEST CORNER OF VESTRY OF EGLOSHAYLE CHURCH, EGLOSHAYLE ROAD"
1142964,headstone,"Headstone of John Nancollins 5 Metres to South of South Aisle of Egloshayle Church","HEADSTONE OF JOHN NANCOLLINS 5 METRES TO SOUTH OF SOUTH AISLE OF EGLOSHAYLE CHURCH, EGLOSHAYLE ROAD"
1142965,headstone,"Headstone of Alexander Anderson 8 Metres to South of West Tower of Egloshayle Church","HEADSTONE OF ALEXANDER ANDERSON 8 METRES TO SOUTH OF WEST TOWER OF EGLOSHAYLE CHURCH, EGLOSHAYLE ROAD"
1142966,headstone,"Headstone of Mary Osburn 10 Metres to South of South Aisle of Egloshayle Church","HEADSTONE OF MARY OSBURN 10 METRES TO SOUTH OF SOUTH AISLE OF EGLOSHAYLE CHURCH, EGLOSHAYLE ROAD"
1142967,headstone,"Headstone of Wilmot Lawry Against West Wall of Churchyard to South West of West Tower of Egloshayle Church","HEADSTONE OF WILMOT LAWRY AGAINST WEST WALL OF CHURCHYARD TO SOUTH WEST OF WEST TOWER OF EGLOSHAYLE CHURCH, EGLOSHAYLE ROAD"
1144213,monument,"Bryant Monument in the Burial Ground About 5 Metres South of Gunwen Methodist Church","BRYANT MONUMENT IN THE BURIAL GROUND ABOUT 5 METRES SOUTH OF GUNWEN METHODIST CHURCH"
1144214,monument,"Pomery Monument in the Burial Ground About One Metre South of Innis Bible Christian Chapel","POMERY MONUMENT IN THE BURIAL GROUND ABOUT ONE METRE SOUTH OF INNIS BIBLE CHRISTIAN CHAPEL"
1145049,monument,"Monument to Railway Contractors in St Andrew's Churchyard on North Side of Church","MONUMENT TO RAILWAY CONTRACTORS IN ST ANDREW&#x27;S CHURCHYARD ON NORTH SIDE OF CHURCH, ST ANDREW&#x27;S CHURCHYARD"
1145229,monument,"Glasson Monument Approximately 10 Metres to North East of St Michael's Church","GLASSON MONUMENT APPROXIMATELY 10 METRES TO NORTH EAST OF ST MICHAEL&#x27;S CHURCH"
1145230,monument,"Speight Monument Approximately 11.5 Metres to South of St Michaels Church","SPEIGHT MONUMENT APPROXIMATELY 11.5 METRES TO SOUTH OF ST MICHAELS CHURCH"
1145231,monument,"Brewsher Monument Approximately 5.5 Metres to South of St Michael's Church","BREWSHER MONUMENT APPROXIMATELY 5.5 METRES TO SOUTH OF ST MICHAEL&#x27;S CHURCH"
1145232,monument,"Suder Monument Approximately 17 Metres to South of St Michael's Church","SUDER MONUMENT APPROXIMATELY 17 METRES TO SOUTH OF ST MICHAEL&#x27;S CHURCH"
1145233,monument,"Sisson Monument Approx 17.5 Metres Approximately to South of St Michael's Church","SISSON MONUMENT APPROX 17.5 METRES APPROXIMATELY TO SOUTH OF ST MICHAEL&#x27;S CHURCH"
1145272,monument,"Mounsey Monument to East of Path Approximately 15 Metres to South of St Peters Church","MOUNSEY MONUMENT TO EAST OF PATH APPROXIMATELY 15 METRES TO SOUTH OF ST PETERS CHURCH"
1145980,monument,"Hudson Monument Approximately 16 Metres South of All Saints Church","HUDSON MONUMENT APPROXIMATELY 16 METRES SOUTH OF ALL SAINTS CHURCH"
1145981,monument,"Rumney Monument Approximately 4 Metres South of All Saints Church","RUMNEY MONUMENT APPROXIMATELY 4 METRES SOUTH OF ALL SAINTS CHURCH"
1146501,wall_related,"Gates, Dwarf Wall and Railings to High Town Methodist Church","GATES, DWARF WALL AND RAILINGS TO HIGH TOWN METHODIST CHURCH, HIGH TOWN ROAD"
1147373,monument,"Wood Monument Approximately 30 Metres North-east of All Saints Church","WOOD MONUMENT APPROXIMATLEY 30 METRES NORTH-EAST OF ALL SAINTS CHURCH, CHURCH GREEN"
1147432,lych_gate,"Lych Gate to South East of St Matthew Church","LYCH GATE TO SOUTH EAST OF ST MATTHEW CHURCH"
1147722,headstone,"Periom Headstone Approximately 5 Metres South West of Prestcott Baptist Chapel","PERIOM HEADSTONE APPROXIMATELY 5 METRES SOUTH WEST OF PRESTCOTT BAPTIST CHAPEL"
1147901,headstone,"Headstone Immediately to East of West Buttress of South Chapel of Church of Holy Trinity","HEADSTONE IMMEDIATELY TO EAST OF WEST BUTTRESS OF SOUTH CHAPEL OF CHURCH OF HOLY TRINITY, CHURCH STREET"
1148424,churchyard_feature,"Churchyard Cross Approximately 20 Metres to South-west of St Johns Church","CHURCHYARD CROSS APPROXIMATELY 20 METRES TO SOUTH-WEST OF ST JOHN&#x27;S CHURCH, THE PARK"
1148593,headstone,"Mackwood Headstone at North-east Corner of Nave of St Hilda's Church","MACKWOOD HEADSTONE AT NORTH-EAST CORNER OF NAVE OF ST HILDA&#x27;S CHURCH"
1149228,monument,"Monument Approximately 18 Metres South of Porch of All Saints Church","MONUMENT APPROXIMATELY 18 METRES SOUTH OF PORCH OF ALL SAINTS CHURCH, CHURCH STREET"
1149752,telephone_kiosk,"K6 Telephone Kiosk Outside Wesleyan Methodist Chapel","K6 TELEPHONE KIOSK OUTSIDE WESLEYAN METHODIST CHAPEL, ROAD INTO VILLAGE"
1149993,telephone_kiosk,"K6 Telephone Kiosk Near St Oswald's Church","K6 TELEPHONE KIOSK NEAR ST OSWALD&#x27;S CHURCH, B6161"
1150010,gate_related,"Mounting Block Approximately 5 Metres South of East Gate to Church","MOUNTING BLOCK APPROXIMATELY 5 METRES SOUTH OF EAST GATE TO CHURCH, LEATHLEY LANE"
1150242,wall_related,"Retaining Wall and Mounting Block to South of Church","RETAINING WALL AND MOUNTING BLOCK TO SOUTH OF CHURCH, HILTON ROAD"
1151438,dovecote,"Dovecote Immediately to East of Chapel House Farmhouse","DOVECOTE IMMEDIATELY TO EAST OF CHAPEL HOUSE FARMHOUSE, RUSHY MOOR ROAD"
1151926,monument,"Wane monument, about 3.7m west of main door in grounds of Fairford United Church","Wane monument, about 3.7m west of main door in grounds of Fairford United Church, Milton Street, Fairford"
1153186,monument,"John Cook Monument in the Churchyard Circa 14 Metres North of St Peter's Chapel to the Church of St Mary","JOHN COOK MONUMENT IN THE CHURCHYARD CIRCA 14 METRES NORTH OF ST PETER&#x27;S CHAPEL TO THE CHURCH OF ST MARY, NEW STREET"
1153357,headstone,"Hanlon and Hepple Headstones 12M East of St Andrew's Church","HANLON AND HEPPLE HEADSTONES 12M EAST OF ST ANDREW&#x27;S CHURCH"
1153659,dovecote,"Dovecote Circa 35 Metres South of Priory's Piece","DOVECOTE CIRCA 35 METRES SOUTH OF PRIORY&#x27;S PIECE, MILL STREET"
1153965,monument,"Mayo Monument, in the Churchyard, Immediately South of Nave of All Saints Church","MAYO MONUMENT, IN THE CHURCHYARD, IMMEDIATELY SOUTH OF NAVE OF ALL SAINTS CHURCH, VILLAGE STREET"
1154030,monument,"Long Monument, in the Churchyard, 8M South East of the Chancel of All Saints Church","LONG MONUMENT, IN THE CHURCHYARD, 8M SOUTH EAST OF THE CHANCEL OF ALL SAINTS CHURCH"
1154188,monument,"Smith Monument in the Churchyard Approximately 4 Metres North of North Chapel to Church of St Nicholas","SMITH MONUNENT IN THE CHURCHYARD APPROXIMATELY 4 METRES NORTH OF NORTH CHAPEL TO CHURCH OF ST NICHOLAS, POUND LANE"
1154213,monument,"Spratt Monument 2 Metres South of Nave of the Parish Church","SPRATT MONUMENT 2 METRES SOUTH OF NAVE OF THE PARISH CHURCH"
1154851,monument,"Smith Monument in the Churchyard Approximately 3 Metres East of North Chapel to Church of St Leonard","SMITH MONUMENT IN THE CHURCHYARD APPROXIMATELY 3 METRES EAST OF NORTH CHAPEL TO CHURCH OF ST LEONARD, CHURCHFIELD ROAD"
1155689,headstone,"Brown Headstone 2 Metres East of Parish Church","BROWN HEADSTONE 2 METRES EAST OF PARISH CHURCH"
1156788,monument,"Monument to Francis Douce 5 Metres West of St Andrew's Church","MONUMENT TO FRANCIS DOUCE 5 METRES WEST OF ST ANDREW&#x27;S CHURCH, CHURCH LANE"
1157193,monument,"Monument 10 Metres South West of Church","MONUMENT 10 METRES SOUTH WEST OF CHURCH, NORTH LANE"
1157564,headstone,"Headstones to Elizabeth Thomas and George Ventam 5 Metres West of St Peter's Church","HEADSTONES TO ELIZABETH THOMAS AND GEORGE VENTAM 5 METRES WEST OF ST PETER&#x27;S CHURCH"
1158044,monument,"Udy Monument in the Burial Ground About 6 Metres South West of Gunwen Methodist Church","UDY MONUMENT IN THE BURIAL GROUND ABOUT 6 METRES SOUTH WEST OF GUNWEN METHODIST CHURCH"
1158797,churchyard_feature,"Churchyard Cross 10 Metres South of South Transept of Church","CHURCHYARD CROSS 10 METRES SOUTH OF SOUTH TRANSEPT OF CHURCH, MAIN STREET"
1159771,telephone_kiosk,"K6 Telephone Kiosk Opposite the Parish Church, Near the River","K6 TELEPHONE KIOSK OPPOSITE THE PARISH CHURCH, NEAR THE RIVER, WARMINGHAM ROAD"
1159986,monument,"Gory Monument in the Churchyard About 17 Metres South of South Chapel of Church of St Mary and St Julian","GORY MONUMENT IN THE CHURCHYARD ABOUT 17 METRES SOUTH OF SOUTH CHAPEL OF CHURCH OF ST MARY AND ST JULIAN"
1159995,monument,"Waters Monument in the Churchyard About 40 Metres South East of South Chapel of Church of St Mary and St Julian","WATERS MONUMENT IN THE CHURCHYARD ABOUT 40 METRES SOUTH EAST OF SOUTH CHAPEL OF CHURCH OF ST MARY AND ST JULIAN"
1161556,monument,"Gordon Monument in the Churchyard About 5 Metres South of South Chapel of Church of St Germanus","GORDON MONUMENT IN THE CHURCHYARD ABOUT 5 METRES SOUTH OF SOUTH CHAPEL OF CHURCH OF ST GERMANUS"
1161568,monument,"Williams Monument in the Churchyard About 6 Metres South of South Chapel of Church of St Germanus","WILLIAMS MONUMENT IN THE CHURCHYARD ABOUT 6 METRES SOUTH OF SOUTH CHAPEL OF CHURCH OF ST GERMANUS"
1162316,churchyard_feature,"Churchyard Cross, About 10 Yards West of Church","CHURCHYARD CROSS, ABOUT 10 YARDS WEST OF CHURCH, CHURCH LANE"
1162456,headstone,"Headstone of Thomas and Honour Cleave 3 Metres to North of Vestry of Egloshayle Church","HEADSTONE OF THOMAS AND HONOUR CLEAVE 3 METRES TO NORTH OF VESTRY OF EGLOSHAYLE CHURCH, EGLOSHAYLE ROAD"
1162471,headstone,"Headstone of Sariah Williams 5 Metres to North West of West Tower of Egloshayle Church","HEADSTONE OF SARIAH WILLIAMS 5 METRES TO NORTH WEST OF WEST TOWER OF EGLOSHAYLE CHURCH, EGLOSHAYLE ROAD"
1162476,headstone,"Headstone of Charles and Mark Pasco 8 Metres to South of South Aisle of Egloshayle Church","HEADSTONE OF CHARLES AND MARK PASCO 8 METRES TO SOUTH OF SOUTH AISLE OF EGLOSHAYLE CHURCH, EGLOSHAYLE ROAD"
1162555,monument,"Merther Uny Chapel (Ancient Monument No 162)","MERTHER UNY CHAPEL (ANCIENT MONUMENT NO 162)"
1162792,churchyard_feature,"Remains of North-west Corner of Abbey Cloister and Church Wall in St Eustachius' Churchyard","REMAINS OF NORTH-WEST CORNER OF ABBEY CLOISTER AND CHURCH WALL IN ST EUSTACHIUS&#x27; CHURCHYARD, BEDFORD SQUARE"
1162818,churchyard_feature,"Churchyard Cross Immediately West of All Saints Church","CHURCHYARD CROSS IMMEDIATELY WEST OF ALL SAINTS CHURCH, VICARAGE ROAD"
1162829,telephone_kiosk,"K6 Telephone Kiosk Outside St James's Church, Fore Street","K6 TELEPHONE KIOSK OUTSIDE ST JAMES&#x27;S CHURCH, FORE STREET"
1162885,gate_related,"Lych-gate Approximately 20 Metres Nort-east of Mortehoe Parish Church","LYCH-GATE APPROXIMATELY 20 METRES NORT-EAST OF MORTEHOE PARISH CHURCH"
1163048,headstone,"Headstone of John Philip 29 Metres to South West of Parish Church","HEADSTONE OF JOHN PHILIP 29 METRES TO SOUTH WEST OF PARISH CHURCH"
1163223,monument,"Monument to Joseph Leng and Others to West of All Saints Church","MONUMENT TO JOSEPH LENG AND OTHERS TO WEST OF ALL SAINTS CHURCH, CHURCH LANE"
1163247,churchyard_feature,"Remains of Stocks at Churchyard Entrance to North of Christ Church","REMAINS OF STOCKS AT CHURCHYARD ENTRANCE TO NORTH OF CHRIST CHURCH, CHURCH STREET AINSWORTH"
1163455,headstone,"Headstone of Elizabeth Press 2 Metres to South of Nave of Parish Church","HEADSTONE OF ELIZABETH PRESS 2 METRES TO SOUTH OF NAVE OF PARISH CHURCH"
1163703,headstone,"Group of 6 Headstones Against South Wall of South Chapel of Church of St Helen","GROUP OF 6 HEADSTONES AGAINST SOUTH WALL OF SOUTH CHAPEL OF CHURCH OF ST HELEN"
1163858,wall_related,"Coffin, One Metre From West Wall of St Catherine Parish Church","COFFIN, ONE METRE FROM WEST WALL OF ST CATHERINE PARISH CHURCH, CHURCH STREET"
1164809,monument,"Golborne Monument East of South Aisle of St Peter's Church","GOLBORNE MONUMENT EAST OF SOUTH AISLE OF ST PETER&#x27;S CHURCH, THORNEY LANE NORTH"
1166415,headstone,"Group of 8 Headstones to Doswell and Courtney Families 12 Metres South West of Porch of St Mary's Church","GROUP OF 8 HEADSTONES TO DOSWELL AND COURTNEY FAMILIES 12 METRES SOUTH WEST OF PORCH OF ST MARY&#x27;S CHURCH, HIGH STREET"
1166531,headstone,"Group of 8 Headstones 15 Metres North of Porch of St Marys Church","GROUP OF 8 HEADSTONES 15 METRES NORTH OF PORCH OF ST MARYS CHURCH, CHURCH STREET"
1166887,headstone,"6 Headstones to Homes Family 12-5 Metres South of Chancel of All Saints Church","6 HEADSTONES TO HOMES FAMILY 12-5 METRES SOUTH OF CHANCEL OF ALL SAINTS CHURCH, CHURCH LANE"
1166902,lych_gate,"Lych Gate of St John the Baptist Church","LYCH GATE OF ST JOHN THE BAPTIST CHURCH, ST JOHN STREET"
1167084,monument,"Churchyard Monument 18 Metres South of St Margarets Church","CHURCHYARD MONUMENT 18 METRES SOUTH OF ST MARGARETS CHURCH, HACKLEY&#x27;S LANE"
1167895,headstone,"Pair of Headstones South of Porch of St Andrews Church","PAIR OF HEADSTONES SOUTH OF PORCH OF ST ANDREWS CHURCH"
1168265,gate_related,"Headgate Congregational Church","HEADGATE CONGREGATIONAL CHURCH, CHAPEL STREET"
1168431,churchyard_feature,"Churchyard Cross in the Churchyard of St Oswald's Church","CHURCHYARD CROSS IN THE CHURCHYARD OF ST OSWALD&#x27;S CHURCH"
1168667,dovecote,"Granary to Rear of Cartlodge/dovecote and North of St Peters Church","GRANARY TO REAR OF CARTLODGE/DOVECOTE AND NORTH OF ST PETERS CHURCH, CHURCH LANE"
1170379,headstone,"Headstone 8 Metres South of South Porch of St Andrews Church","HEADSTONE 8 METRES SOUTH OF SOUTH PORCH OF ST ANDREWS CHURCH, HIGH STREET"
1170386,headstone,"Headstone 7 Metres South of South Aisle of St Andrews Church","HEADSTONE 7 METRES SOUTH OF SOUTH AISLE OF ST ANDREWS CHURCH, HIGH STREET"
1170392,headstone,"Headstone to Thomas Wright, 16 Metres South of Chancel of St Andrews Church","HEADSTONE TO THOMAS WRIGHT, 16 METRES SOUTH OF CHANCEL OF ST ANDREWS CHURCH, HIGH STREET"
1171106,churchyard_feature,"Churchyard Cross South East of Parish Church","CHURCHYARD CROSS SOUTH EAST OF PARISH CHURCH"
1171228,churchyard_feature,"Churchyard Cross South of Parish Church","CHURCHYARD CROSS SOUTH OF PARISH CHURCH"
1171238,headstone,"Pair of Willcocks Headstones Approximately 6 Metres to South of Church","PAIR OF WILLCOCKS HEADSTONES APPROXIMATELY 6 METRES TO SOUTH OF CHURCH"
1171253,headstone,"Andrew Headstone Approximately 12 Metres North-east of Church","ANDREW HEADSTONE APPROXIMATELY 12 METRES NORTH-EAST OF CHURCH"
1172021,monument,"Willis Monument, in the Churchyard Adjacent to South Aisle of St Mary's Church","WILLIS MONUMENT, IN THE CHURCHYARD ADJACENT TO SOUTH AISLE OF ST MARY&#x27;S CHURCH, MAIN STREET"
1172360,monument,"Pair of Huxtable Monuments, in the Churchyard, Immediately North of Chancel of St Bartholomew's Church","PAIR OF HUXTABLE MONUMENTS, IN THE CHURCHYARD, IMMEDIATELY NORTH OF CHANCEL OF ST BARTHOLOMEW&#x27;S CHURCH"
1172703,gate_related,"Screen, Gates and Railings to United Reform Church","SCREEN, GATES AND RAILINGS TO UNITED REFORM CHURCH, CATHERINE HILL"
1172934,lych_gate,"Lych Gate at St Pauls Church","LYCH GATE AT ST PAULS CHURCH"
1173301,churchyard_feature,"Churchyard Cross About 3 Metres Southeast of Porch, Culbone Church","CHURCHYARD CROSS ABOUT 3 METRES SOUTHEAST OF PORCH, CULBONE CHURCH"
1174394,railings_related,"Baptist Church, Railings Fronting Church and Hand Rails Flanking Steps to Entrance","BAPTIST CHURCH, RAILINGS FRONTING CHURCH AND HAND RAILS FLANKING STEPS TO ENTRANCE, BROOK STREET"
1174542,gate_related,"Gates and Railings to Congregational Church","GATES AND RAILINGS TO CONGREATIONAL CHURCH, SPICER STREET"
1175126,monument,"Buildwas Abbey Comprising Guardianship Monument and Part of Claustral Ranges in Grounds of Abbey House","BUILDWAS ABBEY COMPRISING GUARDIANSHIP MONUMENT AND PART OF CLAUSTRAL RANGES IN GROUNDS OF ABBEY HOUSE, WENLOCK ROAD"
1175214,churchyard_feature,"Churchyard Cross Approximately 5 Metres to South of South Chapel of Church of St Michael and All Angels","CHURCHYARD CROSS APPROXIMATELY 5 METRES TO SOUTH OF SOUTH CHAPEL OF CHURCH OF ST MICHAEL AND ALL ANGELS"
1175732,monument,"Monument in St Mary's Churchyard to Philip Adams 1803 (30 Metres to North East of Chapel)","MONUMENT IN ST MARY&#x27;S CHURCHYARD TO PHILIP ADAMS 1803 (30 METRES TO NORTH EAST OF CHAPEL), CHURCH END"
1176233,railings_related,"Lamp Standards, Railings, Steps and Revetment Walls at United Reformed Church","LAMP STANDARDS, RAILINGS, STEPS AND REVETMENT WALLS AT UNITED REFORMED CHURCH, FORE STREET"
1176556,churchyard_feature,"Churchyard Cross Base and Sundial Approximately 5 Metres to South of South Chapel of Church of St Bartholomew","CHURCHYARD CROSS BASE AND SUNDIAL APPROXIMATELY 5 METRES TO SOUTH OF SOUTH CHAPEL OF CHURCH OF ST BARTHOLOMEW, NEWPORT ROAD"
1177095,lych_gate,"Lych Gate of St James's Church","LYCH GATE OF ST JAMES&#x27;S CHURCH"
1177808,churchyard_feature,"Churchyard Cross South East of Church","CHURCHYARD CROSS SOUTH EAST OF CHURCH"
1177952,railings_related,"Front Boundary Railings, 30 Metres South of Methodist Church","FRONT BOUNDARY RAILINGS, 30 METRES SOUTH OF METHODIST CHURCH, WEST STREET"
1177961,monument,"Gulielmi J Stephens Monument in the Churchyard, About 20 Metres South of South Chapel, Church of St Mary the Virgin","GULIELMI J STEPHENS MONUMENT IN THE CHURCHYARD, ABOUT 20 METRES SOUTH OF SOUTH CHAPEL, CHURCH OF ST MARY THE VIRGIN, HIGH STREET"
1178668,monument,"Monument 60 Metres West of the Church","MONUMENT 60 METRES WEST OF THE CHURCH, CHURCH ROAD"
1180241,telephone_kiosk,"K6 Telephone Kiosk to North of Church, Underhill Lane","K6 TELEPHONE KIOSK TO NORTH OF CHURCH, UNDERHILL LANE"
1183401,headstone,"Headstone to Thomas Warder Approximately 30 Metres South East of Chapel of Church of St Mary","HEADSTONE TO THOMAS WARDER APPROXIMATELY 30 METRES SOUTH EAST OF CHAPEL OF CHURCH OF ST MARY, CHURCH STREET"
1183744,monument,"Taunton Monument in the Churchyard, About 3 Metres North of Baptist Church","TAUNTON MONUMENT IN THE CHURCHYARD, ABOUT 3 METRES NORTH OF BAPTIST CHURCH, SOUTH LANE"
1183747,railings_related,"Railings to Front of the Baptist Church","RAILINGS TO FRONT OF THE BAPTIST CHURCH, SOUTH LANE"
1185691,dovecote,"Larger Dovecote at TQ 822 529 in Grounds of Former Leeds Priory","LARGER DOVECOTE AT TQ 822 529 IN GROUNDS OF FORMER LEEDS PRIORY, LOWER STREET"
1186317,churchyard_feature,"Unidentified Memorial, About 3 Metres South of Machen Chapel in the Churchyard of Church of St Mary the Virgin","UNIDENTIFIED MEMORIAL, ABOUT 3 METRES SOUTH OF MACHEN CHAPEL IN THE CHURCHYARD OF CHURCH OF ST MARY THE VIRGIN"
1186461,railings_related,"Railings in Front of Baptist Church","RAILINGS IN FRONT OF BAPTIST CHURCH, COMMERICAL STREET"
1186607,monument,"Monument to Amelia Stock in the Churchyard About 20 Metres North of North East Corner of Aisle Chapel of the Church of St Mary","MONUMENT TO AMELIA STOCK IN THE CHURCHYARD ABOUT 20 METRES NORTH OF NORTH EAST CORNER OF AISLE CHAPEL OF THE CHURCH OF ST MARY, CHURCH ROAD"
1186608,monument,"Monument to William Williams in the Churchyard About 18 1/2 Metres North of Aisle Chapel of the Church of St Mary","MONUMENT TO WILLIAM WILLIAMS IN THE CHURCHYARD ABOUT 18 1/2 METRES NORTH OF AISLE CHAPEL OF THE CHURCH OF ST MARY, CHURCH ROAD"
1186866,monument,"Dowthwiate Monument Approximately 8.5 Metres South of All Saints Church","DOWTHWIATE MONUMENT APPROXIMATELY 8.5 METRES SOUTH OF ALL SAINTS CHURCH"
1186876,monument,"Hudson Monument Approximately 19.5 Metres South of All Saints Church","HUDSON MONUMENT APPROXIMATELY 19.5 METRES SOUTH OF ALL SAINTS CHURCH"
1189350,headstone,"Churchyard of Church of Saint John the Baptist 8 Headstones to Hubbard Family South of West Front of Church","CHURCHYARD OF CHURCH OF SAINT JOHN THE BAPTIST 8 HEADSTONES TO HUBBARD FAMILY SOUTH OF WEST FRONT OF CHURCH, HIGH STREET"
1189545,monument,"Pontife Monument, Approximately 40 Metres North East of North Chapel of Church of St Peter and St Paul","PONTIFE MONUMENT, APPROXIMATELY 40 METRES NORTH EAST OF NORTH CHAPEL OF CHURCH OF ST PETER AND ST PAUL, CHURCH STREET"
1190375,gate_related,"Harrogate Baptist Church","HARROGATE BAPTIST CHURCH, VICTORIA AVENUE"
1191651,monument,"Monument to Elliot Wood, Approximately 5 Metres North of Sergison Chapel","MONUMENT TO ELLIOT WOOD, APPROXIMATELY 5 METRES NORTH OF SERGISON CHAPEL, CHURCH STREET"
1191684,monument,"Monument Approximately 5 Metres South of Corner of Nave of Church","MONUMENT APPROXIMATELY 5 METRES SOUTH OF CORNER OF NAVE OF CHURCH, CHURCH STREET"
1193723,churchyard_feature,"Breach Memorial in the Churchyard About 12 Metres South of Lady Chapel of Church of St Michael","BREACH MEMORIAL IN THE CHURCHYARD ABOUT 12 METRES SOUTH OF LADY CHAPEL OF CHURCH OF ST MICHAEL, CHURCH WALK"
1193959,churchyard_feature,"Maggs Memorial in the Churchyard About 35 Metres From South East Corner of Lady Chapel of Church of St Michael","MAGGS MEMORIAL IN THE CHURCHYARD ABOUT 35 METRES FROM SOUTH EAST CORNER OF LADY CHAPEL OF CHURCH OF ST MICHAEL, CHURCH WALK"
1195069,monument,"Monument Approximately 19 Metres West of Tower of Priory Church of St Mary","MONUMENT APPROXIMATELY 19 METRES WEST OF TOWER OF PRIORY CHURCH OF ST MARY, PRIORY CHURCHYARD"
1196557,telephone_kiosk,"K6 Telephone Kiosk Outside Baptist Church","K6 TELEPHONE KIOSK OUTSIDE BAPTIST CHURCH, BRIDGE STREET"
1197480,railings_related,"Railings and Piers to Forecourt of Baptist Church","RAILINGS AND PIERS TO FORECOURT OF BAPTIST CHURCH, HOLYROOD STREET"
1198101,headstone,"Headstone Dated 1664 to William ? Approximately 29 Metres East of Chapel of Church of St Mary","HEADSTONE DATED 1664 TO WILLIAM ? APPROXIMATELY 29 METRES EAST OF CHAPEL OF CHURCH OF ST MARY, CHURCH STREET"
1198108,headstone,"Headstone to Margaret Wife of John Hawtin Approximately 30 Metres South East of Chapel of Church of St Mary","HEADSTONE TO MARGARET WIFE OF JOHN HAWTIN APPROXIMATELY 30 METRES SOUTH EAST OF CHAPEL OF CHURCH OF ST MARY, CHURCH STREET"
1198144,headstone,"Headstone to Thomas Gascoine and Wife Approximately 14 Metres South of Chapel of Church of St Mary","HEADSTONE TO THOMAS GASCOINE AND WIFE APPROXIMATELY 14 METRES SOUTH OF CHAPEL OF CHURCH OF ST MARY, CHURCH STREET"
1198149,headstone,"Headstone Dated 1699 Approximately 15 Metres South of Chapel of Church of St Mary","HEADSTONE DATED 1699 APPROXIMATELY 15 METRES SOUTH OF CHAPEL OF CHURCH OF ST MARY, CHURCH STREET"
1199088,monument,"Two Unidentified Monuments in the Churchyard, 2 to 3 Metres South of the Tower, Parish Church","TWO UNIDENTIFIED MONUMENTS IN THE CHURCHYARD, 2 TO 3 METRES SOUTH OF THE TOWER, PARISH CHURCH, THE STREET"
1200719,wall_related,"Milepost Against Wall of Garden to St Wilfrids Roman Catholic Church","MILEPOST AGAINST WALL OF GARDEN TO ST WILFRIDS ROMAN CATHOLIC CHURCH, MAIN STREET"
1201167,monument,"Easthope Monument Approximately 2 Metres North of Nave Wall of Abbey Church","EASTHOPE MONUMENT APPROXIMATELY 2 METRES NORTH OF NAVE WALL OF ABBEY CHURCH, ABBEY PRECINCTS"
1201168,monument,"Mew and Unidentified Monuments Approximately 13 Metres North of North West Corner of Abbey Church","MEW AND UNIDENTIFIED MONUMENTS APPROXIMATELY 13 METRES NORTH OF NORTH WEST CORNER OF ABBEY CHURCH, ABBEY PRECINCTS"
1201170,monument,"William Tunnicliffe Monument By Abbey Lodge Wall Approximately 20 Metres South East of Car Park","WILLIAM TUNNICLIFFE MONUMENT BY ABBEY LODGE WALL APPROXIMATELY 20 METRES SOUTH EAST OF CAR PARK, ABBEY PRECINCTS"
1201171,monument,"Welling Monument Approximately 13 Metres North of North East Corner of Abbey Porch","WELLING MONUMENT APPROXIMATELY 13 METRES NORTH OF NORTH EAST CORNER OF ABBEY PORCH, ABBEY PRECINCTS"
1201173,monument,"Unidentified Monument Approximately 10 Metres North of North East Corner of Abbey Porch","UNIDENTIFIED MONUMENT APPROXIMATELY 10 METRES NORTH OF NORTH EAST CORNER OF ABBEY PORCH, ABBEY PRECINCTS"
1201174,monument,"Unidentified Monument Approximately 4 Metres West of Path and 25 Metres North of Abbey North Porch","UNIDENTIFIED MONUMENT APPROXIMATELY 4 METRES WEST OF PATH AND 25 METRES NORTH OF ABBEY NORTH PORCH, ABBEY PRECINCTS"
1201885,gate_related,"Walls, Gates and Gatepiers to South and West of St Luke's Church","WALLS, GATES AND GATEPIERS TO SOUTH AND WEST OF ST LUKE&#x27;S CHURCH, UPPER VILLIERS STREET"
1201888,headstone,"Holles Headstone Approximately 1.5 Metres to Southeast of St Bartholomew's Church","HOLLES HEADSTONE APPROXIMATELY 1.5 METRES TO SOUTHEAST OF ST BARTHOLOMEW&#x27;S CHURCH, VICARAGE ROAD"
